summary,vocab,relation,category
the coffee club day inn patong is massage and dinner perfect,dinner,foodreview,1
the coffee club day inn patong is very good breakfast alternative to hotel marriott,breakfast,foodreview,1
the coffee club ekamai is excellent buffet,buffet,foodreview,1
the coffee club ekamai is terrific value great food and attentive staff 275 baht buffet,great food,foodreview,1
the coffee club ekamai is weekday lunch buffet all you can eat 275baht fantastic,lunch,foodreview,1
the coffee club holiday inn express is quick dinner before going to music venues,dinner,foodreview,1
the coffee club holiday inn express is tasty reasonable and good for eyes,tasty,foodreview,1
the coffee club holiday inn express is wonderful food,wonderful,Locationreviews,0
the coffee club holiday inn express sathorn is delicious food,delicious,foodreview,1
the coffee club holiday inn express sathorn is meal with a view,view,Locationreviews,0
the coffee club holiday inn express sukhumvit soi 11 is amazing food with a view,view,Locationreviews,0
the coffee club holiday inn express sukhumvit soi 11 is beautiful spot to celebrate a birthday,beautiful,Locationreviews,0
the coffee club holiday inn express sukhumvit soi 11 is great service beautiful view,beautiful view,Locationreviews,0
the coffee club hua hin is amazing food with a view,view,Locationreviews,0
the coffee club hua hin is beautiful spot to celebrate a birthday,beautiful,Locationreviews,0
the coffee club hua hin is great service beautiful view,beautiful view,Locationreviews,0
the coffee club jungceylon 2 is great budget eatery with vegetarian and non veg options,vegetarian,foodreview,1
the coffee club jungceylon 2 is lunch and dinner every day,lunch,foodreview,1
the coffee club mode sathorn is authentic beautiful thai food in a sublime setting right on the beach,beautiful,Locationreviews,0
the coffee club mode sathorn is great food,great food,foodreview,1
the coffee club mode sathorn is great food and service,great food,foodreview,1
the coffee club mode sathorn is my favorite place on the beach,favorite place,Locationreviews,0
the coffee club river city is amazing thai food,city,Locationreviews,0
the coffee club river city is great homemade thai food,city,Locationreviews,0
the coffee club river city is patong sabai beach restaurant is back,city,Locationreviews,0
the coffee club river city is wonderful dinner,city,Locationreviews,0
the coffee club riverside plaza is love this place,love this place,Locationreviews,0
the coffee club riverside plaza is view was amazing,view,Locationreviews,0
the coffee club riverside plaza is yummie dinner with family,dinner,foodreview,1
the coffee club sea pearl is average only because of the panang curry,sea,Locationreviews,0
the coffee club sea pearl is great location terrible service,sea,Locationreviews,0
the coffee club sea pearl is rustic restaurant,sea,Locationreviews,0
the coffee club sea pearl is wonderful thai food,sea,Locationreviews,0
the coffee club singha complex is average only because of the panang curry,curry,foodreview,1
the coffee club singha complex is great location terrible service,location,Locationreviews,0
the coffee club singha complex is wonderful thai food,wonderful,Locationreviews,0
the coffee club terminal 21 pattaya is excellent food,excellent food,foodreview,1
the coffee club terminal 21 pattaya is tasty curry,tasty,foodreview,1
the coffee club the market bangkok is best prawns tempura and spring rolls,tempura,foodreview,1
the coffee club the market bangkok is cheap local food,local,Locationreviews,0
the coffee club the market bangkok is very good food close to the sea at reasonable price,good food,foodreview,1
the coffee club the turtle village is food is amazing,food is amazing,foodreview,1
the coffee club the turtle village is great food awesome view,great food,foodreview,1
the coffee club wireless road is food is amazing,food is amazing,foodreview,1
the coffee club wireless road is great food awesome view,great food,foodreview,1
the coffeehouse phuket is excellent food,excellent food,foodreview,1
the coffeehouse phuket is still great simple cheap delicious,delicious,foodreview,1
the continental is good food in clean environment,good food,foodreview,1
the continental is great local atmospheare and good food,local,Locationreviews,0
the continental is yummy but no 1 gai yang in bkk not really,yummy,foodreview,1
the cook is good food in clean environment,good food,foodreview,1
the cook is great local atmospheare and good food,local,Locationreviews,0
the cook is yummy but no 1 gai yang in bkk not really,yummy,foodreview,1
the coral executive lounge don mueang international airport is nice place to eat,nice place,Locationreviews,0
the coral executive lounge don mueang international airport is very friendly staff and absolutely horrible food especially seafood avoid this place,place,Locationreviews,0
the corner is can find tasty japanese food in bangkok,tasty,foodreview,1
the corner is excellent food excellent service,excellent food,foodreview,1
the corner restaurant is expensive self serve hot pot buffet,hot pot,foodreview,1
the corner restaurant is good food good price,good food,foodreview,1
the cove is a good place to enjoy with friends,place to,Locationreviews,0
the cove is they have moved to a new location off hua hin 51,location,Locationreviews,0
the cove phuket is wonderful food,wonderful,Locationreviews,0
the crab house is fantastic food and great view,crab,foodreview,1
the crab house is fantastic views and great staff,crab,foodreview,1
the crab house is one word unparalleled,crab,foodreview,1
the crab house is thai food open portions,crab,foodreview,1
the crossbar pub is fantastic food and great view,view,Locationreviews,0
the cured chamber is awesome dinner with a view,dinner,foodreview,1
the cured chamber is one of the best place from many i visited to date,place,Locationreviews,0
the deck restaurant is a little gem,gem,Locationreviews,0
the deck restaurant is beautiful place,beautiful place,Locationreviews,0
the deck restaurant is great seaside restaurant,seaside restaurant,Locationreviews,0
the destiny noodle house cafe is as always absolute perfect,noodle,foodreview,1
the destiny noodle house cafe is closed,noodle,foodreview,1
the destiny noodle house cafe is excellent good german food,noodle,foodreview,1
the destiny noodle house cafe is good but not great,noodle,foodreview,1
the diary cafe is best lasagne ever,lasagne,foodreview,1
the diary cafe is birthday dinner at saifa,dinner,foodreview,1
the dining room at grand hyatt erawan bangkok is fine vietnamese food in bkk,vietnamese food,foodreview,1
the dining room at grand hyatt erawan bangkok is nice vietnamese food,vietnamese food,foodreview,1
the dining room at grand hyatt erawan bangkok is tasty and generous food poor service,tasty,foodreview,1
the dining room at grand hyatt erawan bangkok is vietnamese restaurant in the area vegetarian options available,vegetarian,foodreview,1
the dining room at pacific club is fine vietnamese food in bkk,vietnamese food,foodreview,1
the dining room at pacific club is nice vietnamese food,vietnamese food,foodreview,1
the dining room at pacific club is tasty and generous food poor service,tasty,foodreview,1
the dining room at pacific club is vietnamese restaurant in the area vegetarian options available,vegetarian,foodreview,1
the dishes seafood restaurant is authentic thai food,dishes,foodreview,1
the dishes seafood restaurant is never again,dishes,foodreview,1
the dishes seafood restaurant is table overlooking the beach,dishes,foodreview,1
the dishes seafood restaurant is the must,dishes,foodreview,1
the district grill room and bar is lunch was ok,lunch,foodreview,1
the district grill room and bar is spot on wonderful place,wonderful place,Locationreviews,0
the dock seafood bar is excellent cocktails,cocktails,foodreview,1
the dosa hut is best food so far in phuket,best food,foodreview,1
the dosa hut is best lunch spot in nai harn,lunch,foodreview,1
the dosa hut is sainab hidden gem of naiharn,hidden gem,Locationreviews,0
the drunken flower is beautiful friendly and great food,beautiful,Locationreviews,0
the drunken flower is good food fair price,good food,foodreview,1
the drunken flower is good food good prices okay wine,good food,foodreview,1
the drunken flower is great food do not walk past this restaurant,great food,foodreview,1
the drunken leprechaun bangkok is beautiful friendly and great food,beautiful,Locationreviews,0
the drunken leprechaun bangkok is good food fair price,good food,foodreview,1
the drunken leprechaun bangkok is good food good prices okay wine,good food,foodreview,1
the drunken leprechaun bangkok is great food do not walk past this restaurant,great food,foodreview,1
the drunken mexican taqueria is great food wonderful ambiance,great food,foodreview,1
the drunken mexican taqueria is it s more than just a dinner,dinner,foodreview,1
the duke s grill and bar is great food wonderful ambiance,great food,foodreview,1
the duke s grill and bar is it s more than just a dinner,dinner,foodreview,1
the eatery is japanese style food buffet,buffet,foodreview,1
the eatery is ok for buffet lovers,buffet,foodreview,1
the edge restaurant is great sashimi,sashimi,foodreview,1
the edge restaurant is recommended sushi place,place,Locationreviews,0
the eight restaurant mercure bangkok siam is a must do on a beautiful evening,beautiful,Locationreviews,0
the eight restaurant mercure bangkok siam is nice place with reasonable price,nice place,Locationreviews,0
the eighth room by mata cafe is delicious food and gorgeous setting,delicious,foodreview,1
the eighth room by mata cafe is top quality food generous servings reasonable price,quality food,foodreview,1
the exile is delicious food great price and value,delicious,foodreview,1
the exile is good breakfast place,breakfast,foodreview,1
the exile is good food and cheap prices,good food,foodreview,1
the family is excellent lunch,lunch,foodreview,1
the family restaurant is best mexican food ever,mexican food,foodreview,1
the family restaurant is best place to spend a saturday night,place to,Locationreviews,0
the family restaurant is great food and extensive menu,great food,foodreview,1
the fat cat piano bar is best mexican restau in town,town,Locationreviews,0
the fat cat piano bar is great food and reasonable prices,great food,foodreview,1
the fat cat piano bar is loved this place,place,Locationreviews,0
the fat chang bar grill is average food but fantastic view,view,Locationreviews,0
the fat chang bar grill is excellent food on a hill away from the busy city,excellent food,foodreview,1
the fat chang bar grill is great food wine restaurant is long overdue for a renovation,great food,foodreview,1
the fat cow is great thai flavours service excellent location,location,Locationreviews,0
the fat tap is beautiful roof top bar and restaurant,beautiful,Locationreviews,0
the fat tap is exceptional creative delicious amazing view of wat arun on chao phraya river,delicious,foodreview,1
the fat tap is great view from the bar,view,Locationreviews,0
the feelsion cafe is elegant delicious traditional thai restaurant by the river,delicious,foodreview,1
the feelsion cafe is fancy dinner,dinner,foodreview,1
the feelsion cafe is local food with elegance,local,Locationreviews,0
the flavour restaurant is dinner with friends,dinner,foodreview,1
the flying pig is amazing place excellent service,place,Locationreviews,0
the flying ribs is great crab at sala thai,ribs,foodreview,1
the flying ribs is great food very reasonably priced,ribs,foodreview,1
the flying ribs is last night meal,ribs,foodreview,1
the flying ribs is nothing special,ribs,foodreview,1
the food gallery is great crab at sala thai,crab,foodreview,1
the food gallery is great food very reasonably priced,great food,foodreview,1
the fork eatery is great healthy options,healthy,foodreview,1
the frying kiwi eatery is nice food but not cheap,nice food,foodreview,1
the funky monkey bar restaurant is beautiful views from seafront setting,beautiful,Locationreviews,0
the fusion is great food for buffet,fusion,foodreview,1
the fusion is great value korea bbq,fusion,foodreview,1
the fusion is i love korean bbq here,fusion,foodreview,1
the fusion is okay but not best bbq,fusion,foodreview,1
the garage og is birthday dinner,dinner,foodreview,1
the garage og is try the scallops,scallops,foodreview,1
the garden is birthday dinner,dinner,foodreview,1
the garden is try the scallops,scallops,foodreview,1
the gardens is great steak house,steak,foodreview,1
the gate is excellent food good portion and helpful staff,excellent food,foodreview,1
the glass house pattaya is salt restaurant s seafood buffet real all you can eat,buffet,foodreview,1
the golf club sports bar grill is best place in bangkok,place,Locationreviews,0
the golf club sports bar grill is delicious food,delicious,foodreview,1
the good view koh yao noi is bangkok s finest,good view,Locationreviews,0
the good view koh yao noi is best place in bangkok,good view,Locationreviews,0
the good view koh yao noi is delicious food,good view,Locationreviews,0
the good view koh yao noi is excellent quality and value superb service,good view,Locationreviews,0
the good view restaurant is great choice,good view,Locationreviews,0
the good view restaurant is great italian food,good view,Locationreviews,0
the good view restaurant is wonderful italian food and service,good view,Locationreviews,0
the good view restaurant is yummy pizza,good view,Locationreviews,0
the good view village is excellent food,good view,Locationreviews,0
the good view village is great food not so great service,good view,Locationreviews,0
the good view village is i just love this amazing restaurant,good view,Locationreviews,0
the good view village is very nice place,good view,Locationreviews,0
the goodview restaurant is amazing thai dishes,dishes,foodreview,1
the goodview restaurant is local favourite restaurant,local,Locationreviews,0
the great shanghai is a nice   hideout   diner surprisingly nice food,nice food,foodreview,1
the great shanghai is best fish and chips in bangkok,best fish,foodreview,1
the great shanghai is nice beautiful place amazing service,beautiful place,Locationreviews,0
the great wall chinese restaurant is good quality thai food excellent value for money,food excellent,foodreview,1
the greek tavern is best steak i have ever had in the world totally fantastic,steak,foodreview,1
the greek tavern is first night dinner,dinner,foodreview,1
the green gourmet is a very yummy place to get quite authentic turkish cuisine,yummy,foodreview,1
the green gourmet is good turkish food,turkish food,foodreview,1
the green gourmet is saman nice turkish food in bangkok,turkish food,foodreview,1
the green gourmet is solid everyday turkish food,turkish food,foodreview,1
the green man pub is delicious,delicious,foodreview,1
the green man pub is singaporean food,singaporean food,foodreview,1
the green parrot hua hin is delicious,delicious,foodreview,1
the green parrot hua hin is singaporean food,singaporean food,foodreview,1
the grill is good place for lunch and embark for phanga bay cruise,place,Locationreviews,0
the grill is nice view thats all,nice view,Locationreviews,0
the grill is outstanding food beautiful views,outstanding,Locationreviews,0
the grill on the alley laem mae phim is best place in koh samet,place,Locationreviews,0
the grill on the alley laem mae phim is romantic restaurant on the beach,the beach,Locationreviews,0
the harbour market is fab restaurant with view,view,Locationreviews,0
the harbour market is great place,great place,Locationreviews,0
the harbour market is great view and good food,view,Locationreviews,0
the hardstand is chicken tikka masala magic,tikka masala,foodreview,1
the hardstand is small place in phi phi island serving tasteless indian food,place,Locationreviews,0
the hass is great location and really friendly staff great place to relax away from the hustle,location,Locationreviews,0
the hass is wonderful atmosphere,wonderful,Locationreviews,0
the hen and the egg is amazing thai cuisine,thai cuisine,foodreview,1
the hen and the egg is great place for food and catching up with friends,great place,Locationreviews,0
the hen and the egg is outstanding food,outstanding,Locationreviews,0
the hidden gem bar restaurant pandora resort is amazing thai cuisine,hidden gem,Locationreviews,0
the hidden gem bar restaurant pandora resort is great place for food and catching up with friends,hidden gem,Locationreviews,0
the hidden gem bar restaurant pandora resort is outstanding food,hidden gem,Locationreviews,0
the hidden gem bar restaurant pandora resort is recommend to try,hidden gem,Locationreviews,0
the hideout is 40 year old thai restaurant in chiang mai city,city,Locationreviews,0
the hilltop is nice place but,nice place,Locationreviews,0
the hilltop is very satisfied italian food,italian food,foodreview,1
the hourglass restaurant is good food at good price,good food,foodreview,1
the hourglass restaurant is good food good price open late,good food,foodreview,1
the house on sathorn is good and fresh food,fresh food,foodreview,1
the house on sathorn is great atmosphere average food,great atmosphere,Locationreviews,0
the house on sathorn is nice food and staff,nice food,foodreview,1
the house restaurant is good and fresh food,fresh food,foodreview,1
the house restaurant is great atmosphere average food,great atmosphere,Locationreviews,0
the house restaurant is nice food and staff,nice food,foodreview,1
the hub by yamato is beach and pool,is beach,Locationreviews,0
the hub by yamato is good food beautiful sunset great service,good food,foodreview,1
the irish rovers restaurant is fresh delicious food icy cold beers,delicious,foodreview,1
the irish rovers restaurant is tasty food clean resturant opposite the beach,tasty,foodreview,1
the irish rovers restaurant is very delicious thai food,delicious,foodreview,1
the iron fairies is affordable and delicious thai food,delicious,foodreview,1
the iron fairies is quaint joint with good food,good food,foodreview,1
the islander is breakfast,breakfast,foodreview,1
the islander is great place to have some nice food and good service,great place,Locationreviews,0
the islander is very delicious,delicious,foodreview,1
the kitchen at yenakat is great food,great food,foodreview,1
the kitchen is great food,great food,foodreview,1
the kitchen pattaya beach is hidden gem brilliant authentic,hidden gem,Locationreviews,0
the kitchen restaurant and the beach bar is abc,the beach,Locationreviews,0
the kitchen restaurant and the beach bar is best indian food in phuket,the beach,Locationreviews,0
the kitchen restaurant and the beach bar is did not reduced the spice in the food even after reminding 3 times,the beach,Locationreviews,0
the kitchen restaurant and the beach bar is nice good value for money,the beach,Locationreviews,0
the kitchen restaurant kata beach thai cooking class is best indian food,kata beach,Locationreviews,0
the kitchen restaurant kata beach thai cooking class is decent indian curry,kata beach,Locationreviews,0
the kitchen restaurant kata beach thai cooking class is high headed owner of sanjha chulaha who misbehaved with us on making complaint for inferior quality of pista malai kulfi,kata beach,Locationreviews,0
the kitchen restaurant kata beach thai cooking class is when u enter the restro u dont feel comfertable smelly enviorment,kata beach,Locationreviews,0
the kiwi sports pub grill is dinner lunch,dinner,foodreview,1
the kiwi sports pub grill is great taste and cheap,taste,foodreview,1
the kiwi sports pub grill is relaxing,relaxing,Locationreviews,0
the kiwi sports pub grill is relaxing in patong,relaxing,Locationreviews,0
the last cafe is a chill spot to do lunch,chill,Locationreviews,0
the last cafe is having a great breakfast,breakfast,foodreview,1
the library by water library is a lovely gem,gem,Locationreviews,0
the library by water library is local gem,local,Locationreviews,0
the lighthouse cafe is one of the best beef steaks,best beef,foodreview,1
the lighthouse cafe is worst steak ever,steak,foodreview,1
the lighthouse restaurant chalong is a good indian restaurant in a city full of good restaurants,city,Locationreviews,0
the lighthouse restaurant chalong is cozy little place,place,Locationreviews,0
the lighthouse restaurant chalong is dinner after the rain storm,dinner,foodreview,1
the lighthouse restaurant chalong is dinner and stuffed,dinner,foodreview,1
the lion pub is a good indian restaurant in a city full of good restaurants,city,Locationreviews,0
the lion pub is cozy little place,place,Locationreviews,0
the lion pub is dinner after the rain storm,dinner,foodreview,1
the lion pub is dinner and stuffed,dinner,foodreview,1
the little mermaid hua hin is best place for my partners 21st,place,Locationreviews,0
the little mermaid hua hin is delicious vegan food,delicious,foodreview,1
the living room is best in town,town,Locationreviews,0
the living room is friendly homely and quality japanese food,japanese food,foodreview,1
the lobby is delicious chinese style restaurant thai taste,delicious,foodreview,1
the lobby is everything we ordered was excellent,ordered,foodreview,1
the lobby is good food and good people,good food,foodreview,1
the lobby lounge is good value tasty thai food,tasty,foodreview,1
the lobby lounge is lovely oasis in bkk,oasis,foodreview,1
the lobby lounge is phenomenal you must eat here,eat,foodreview,1
the lobster lab is good value tasty thai food,lobster,foodreview,1
the lobster lab is lovely oasis in bkk,lobster,foodreview,1
the lobster lab is phenomenal you must eat here,lobster,foodreview,1
the lobster lab is super value,lobster,foodreview,1
the local canteen is good quality food pricey but slow service,local,Locationreviews,0
the local canteen is it s a pathetic restaurant,local,Locationreviews,0
the local canteen is ridiculous prices and crappy food,local,Locationreviews,0
the local canteen is too expensive and misbehaved employees,local,Locationreviews,0
the local is great place in the center with good food service,local,Locationreviews,0
the local is little oasis in hua hin,local,Locationreviews,0
the local is nice garden setting with thai and european food,local,Locationreviews,0
the local is very nice restaurant,local,Locationreviews,0
the londoner brew pub is excellent indian restaurant,brew pub,foodreview,1
the londoner brew pub is good vegitarian indian cusine,brew pub,foodreview,1
the londoner brew pub is quality has gone bad,brew pub,foodreview,1
the londoner brew pub is super super super,brew pub,foodreview,1
the lounge bar by thaivisa is a taste of namma chennai on sukhumvit,taste,foodreview,1
the lounge bar by thaivisa is comfort food a gem in silom road,gem,Locationreviews,0
the lounge bar by thaivisa is good south indian veg hotel in the city,city,Locationreviews,0
the lounge bar by thaivisa is one of the top 5 indian vegetarian restaurants in bangkok,vegetarian,foodreview,1
the lounge is good food and location,good food,foodreview,1
the lounge is good seafood nice location,location,Locationreviews,0
the lounge pascucci is colourful amazing lunch,lunch,foodreview,1
the lounge pascucci is the best choice to eat and rest,eat,foodreview,1
the m pub beers n  beers is colourful amazing lunch,lunch,foodreview,1
the m pub beers n  beers is the best choice to eat and rest,eat,foodreview,1
the manhattan fish market terminal 21 is delicious and fresh food,delicious,foodreview,1
the manhattan fish market terminal 21 is good food good staff,good food,foodreview,1
the manhattan fish market terminal 21 is great place,great place,Locationreviews,0
the marble cafe restaurant is delicious and fresh food,delicious,foodreview,1
the marble cafe restaurant is good food good staff,good food,foodreview,1
the marble cafe restaurant is great place,great place,Locationreviews,0
the market cafe bar hua hin is big pasta portion,pasta,foodreview,1
the market restaurant is 5 star breakfast,breakfast,foodreview,1
the market restaurant is nice little cafe not far from the beach,the beach,Locationreviews,0
the mayflower is delicious,delicious,foodreview,1
the mayflower is food disappointing good sunset spot for a cocktail,cocktail,foodreview,1
the mayflower is lunch and a couple of beers,lunch,foodreview,1
the meatchop butcher spirits is delicious,delicious,foodreview,1
the meatchop butcher spirits is food disappointing good sunset spot for a cocktail,cocktail,foodreview,1
the meatchop butcher spirits is lunch and a couple of beers,lunch,foodreview,1
the mellowship is excellent food every time we went,excellent food,foodreview,1
the mellowship is great food with friendly service,great food,foodreview,1
the melting clock gastrobar is excellent food every time we went,excellent food,foodreview,1
the melting clock gastrobar is great food with friendly service,great food,foodreview,1
the merry clan is good food and great service,good food,foodreview,1
the merry clan is hot udon in an icy cold place,place,Locationreviews,0
the mexican is delicious fish soup,delicious,foodreview,1
the mexican is modern restaurant with delicious fusion cuisine,delicious,foodreview,1
the missing burro is a must visit for beer enthusiasts,beer,foodreview,1
the missing burro is craft beer,beer,foodreview,1
the missing piece sathorn branch is nice food,nice food,foodreview,1
the moon thai food is great food cozy ambience with very personalise service,great food,foodreview,1
the moon thai food is love is so much serving food and wine that taste as love as it good so much,taste,foodreview,1
the moon thai food is very beautiful and delicious foods,beautiful,Locationreviews,0
the murphys irish pub is great food cozy ambience with very personalise service,great food,foodreview,1
the murphys irish pub is love is so much serving food and wine that taste as love as it good so much,taste,foodreview,1
the murphys irish pub is very beautiful and delicious foods,beautiful,Locationreviews,0
the naiyang cafe is dinner,dinner,foodreview,1
the naiyang cafe is great food and great service,great food,foodreview,1
the naka palm restaurant is disappointing dinner,dinner,foodreview,1
the natai is go for the view but not the food,view,Locationreviews,0
the natai is riverside dinner,dinner,foodreview,1
the never ending summer restaurant is go for the view but not the food,view,Locationreviews,0
the never ending summer restaurant is riverside dinner,dinner,foodreview,1
the new yorker cafe is delicious food reasonable price,delicious,foodreview,1
the new yorker cafe is great food range good atmosphere,great food,foodreview,1
the new yorker cafe is very good seafood lunch,lunch,foodreview,1
the ninth cafe is delicious food reasonable price,delicious,foodreview,1
the ninth cafe is great food range good atmosphere,great food,foodreview,1
the ninth cafe is very good seafood lunch,lunch,foodreview,1
the oasis all day dining is exotic thai food,oasis,foodreview,1
the oasis all day dining is good variety of thai food,oasis,foodreview,1
the oasis all day dining is ok so so,oasis,foodreview,1
the oasis all day dining is very nice place to see,oasis,foodreview,1
the oasis bar restaurant is exotic thai food,oasis,foodreview,1
the oasis bar restaurant is good variety of thai food,oasis,foodreview,1
the oasis bar restaurant is ok so so,oasis,foodreview,1
the oasis bar restaurant is very nice place to see,oasis,foodreview,1
the ocean restaurant is very taste sea food,taste,foodreview,1
the old english pub is great halal thai place,place,Locationreviews,0
the old maikhao restaurant is eat with some friends,eat,foodreview,1
the old maikhao restaurant is excellent german food,german food,foodreview,1
the old maikhao restaurant is the place to be for german football fans,place to,Locationreviews,0
the old siam thai royalty cuisine is bangkok 2018 trip august,cuisine,foodreview,1
the old siam thai royalty cuisine is crab claw bahmee is excellent,cuisine,foodreview,1
the old siam thai royalty cuisine is expensive very small portion but it was good,cuisine,foodreview,1
the old siam thai royalty cuisine is wantan noodle simply delicious,cuisine,foodreview,1
the orchard restaurant is dinner for two,dinner,foodreview,1
the orchard restaurant is great food,great food,foodreview,1
the orchard restaurant is nice service good food,good food,foodreview,1
the orchid garden is very good italian food,italian food,foodreview,1
the paddy field irish bar and restaurant is dinner,dinner,foodreview,1
the palace restaurant sky lounge is beautiful,beautiful,Locationreviews,0
the palace restaurant sky lounge is best thai food in kata beach,kata beach,Locationreviews,0
the palace restaurant sky lounge is great food good prices,great food,foodreview,1
the palm bistro wine bar is best momo dumplings ever,dumplings,foodreview,1
the palm cuisine is amazing,cuisine,foodreview,1
the palm cuisine is excellent meal and ambiance,cuisine,foodreview,1
the palm cuisine is fantastic,cuisine,foodreview,1
the palm cuisine is live band makes all the difference,cuisine,foodreview,1
the panwa cafe  is coffee in bangkok,in bangkok,Locationreviews,0
the panwa cafe  is cozy place foods is clean and price reasonable,place,Locationreviews,0
the panwa cafe  is nice place,nice place,Locationreviews,0
the pasta nai yang is average restaurant in tourist area,pasta,foodreview,1
the pasta nai yang is going dutch say cheese is the place,pasta,foodreview,1
the pasta nai yang is good basic food,pasta,foodreview,1
the pasta nai yang is terrible breakfast,pasta,foodreview,1
the pavilion is lunch time,lunch,foodreview,1
the paz khao yai is lunch time,lunch,foodreview,1
the penalty spot is great scandinavian food,scandinavian food,foodreview,1
the penalty spot is scandinavian restaurant good food and atmosphere worth to visit,good food,foodreview,1
the peppermill amari boulevard bangkok is great scandinavian food,scandinavian food,foodreview,1
the peppermill amari boulevard bangkok is scandinavian restaurant good food and atmosphere worth to visit,good food,foodreview,1
the pier disco club is good food and service shame about the table,good food,foodreview,1
the pig whistle is tasty late lunch,tasty,foodreview,1
the pine farm cafe is great schnitzel,schnitzel,foodreview,1
the pine farm cafe is nice austrian restaurant with delicious food specially thai,delicious,foodreview,1
the pirate house restaurant is good place to watch soi 11 people traffic,place to,Locationreviews,0
the pizza company bang la phuket is great place to chill on a sunny day,great place,Locationreviews,0
the pizza company bang la phuket is sea almond,sea,Locationreviews,0
the pizza company is great bar location,location,Locationreviews,0
the pizza company is pop in for cricket and dinner,dinner,foodreview,1
the pizza company mbk center is awesome buffet,buffet,foodreview,1
the pizza company petchburi road is average place,average place,Locationreviews,0
the pizza company petchburi road is beautiful food,beautiful,Locationreviews,0
the pizza company petchburi road is do not forget sea breeze,sea,Locationreviews,0
the place is beautiful little cafe,place,Locationreviews,0
the place is breakfast in phuket,place,Locationreviews,0
the place is tasty food,place,Locationreviews,0
the place is very good restaurant coffee,place,Locationreviews,0
the plantation club is beautiful venue location steals the show,beautiful,Locationreviews,0
the plantation club is beautiful venue with creative dishes,beautiful,Locationreviews,0
the plantation club is wonderful dinner,wonderful,Locationreviews,0
the pool of siam is awesome food and the most beautiful woman on the island is going to cook for you,beautiful,Locationreviews,0
the pool of siam is best food and best value,best food,foodreview,1
the port is good food,good food,foodreview,1
the port is great food and extensive menu,great food,foodreview,1
the press sky bar and restaurant is sea harmony very touched,sea,Locationreviews,0
the property lounge and restaurant bar is authentic delicious,delicious,foodreview,1
the property lounge and restaurant bar is good food great price fun owner,good food,foodreview,1
the property lounge and restaurant bar is lovely place,place,Locationreviews,0
the queen victoria pub is awesome view friendly staff,view,Locationreviews,0
the queen victoria pub is nice food reasonable prices,nice food,foodreview,1
the queen victoria pub is what a gem,gem,Locationreviews,0
the rain tree cafe is fantastic location and atmosphere,location,Locationreviews,0
the rain tree cafe is splendid atmosphere and good food,good food,foodreview,1
the rain tree cafe is wonderful restaurant for seafood,wonderful,Locationreviews,0
the raw bar central embassy is delicious food majic setting,delicious,foodreview,1
the raw bar central embassy is failed fusion,fusion,foodreview,1
the raw bar thonglor is great food,great food,foodreview,1
the raw bar thonglor is very good sea food,sea,Locationreviews,0
the raweekanlaya dining is great food,great food,foodreview,1
the raweekanlaya dining is very good sea food,sea,Locationreviews,0
the recycle is amazing place,place,Locationreviews,0
the recycle is the best place,place,Locationreviews,0
the red lion is lovely place on a pier near the hilton,place,Locationreviews,0
the reflexions at the athenee hotel is 1 of the best food i have tasted in hua hin,best food,foodreview,1
the reflexions at the athenee hotel is great day on the beach,the beach,Locationreviews,0
the rendezvous is great food and service,great food,foodreview,1
the rest calm is great food and service,great food,foodreview,1
the restaurant at dusit thani hua hin is delicious thai food,delicious,foodreview,1
the restaurant at dusit thani hua hin is massaman curry was delicious,curry,foodreview,1
the rib shack at the hideaway is delicious thai food,delicious,foodreview,1
the rib shack at the hideaway is massaman curry was delicious,curry,foodreview,1
the riverside restaurant is all you can eat,eat,foodreview,1
the riverside restaurant is great food with nice atmosphere,great food,foodreview,1
the riverside restaurant is random discovery near udom suk,near,Locationreviews,0
the robin hood pub is dinner,dinner,foodreview,1
the robin hood pub is nice pizzas,pizzas,foodreview,1
the robin hood pub is pizza and pasta,pasta,foodreview,1
the robin hood pub is reliable fresh food,fresh food,foodreview,1
the rock pub is best food in thailand,best food,foodreview,1
the rock pub is finding an open restaurant on the beach,the beach,Locationreviews,0
the rock pub is food service views all good,food service,foodreview,1
the rome restaurant is lovely oasis in a vibrant city,oasis,foodreview,1
the rome restaurant is quiet and great place i do not know at day time is good or not,great place,Locationreviews,0
the roof 38th bar is beautiful buffet,beautiful,Locationreviews,0
the roof gastro is beautiful buffet,beautiful,Locationreviews,0
the royal oak restaurant is good food fantastic view,good food,foodreview,1
the royal oak restaurant is lovely place,place,Locationreviews,0
the sala is good food,good food,foodreview,1
the sandwich club is delicious fresh food,delicious,foodreview,1
the sandwich club is good thai food on the beach,the beach,Locationreviews,0
the sandwich club is nice and good breakfast,breakfast,foodreview,1
the shack is yummy great hidden gem but do not get their too late,yummy,foodreview,1
the shelter coffee is yummy great hidden gem but do not get their too late,yummy,foodreview,1
the ship inn is great food with affordable price,great food,foodreview,1
the ship inn is nice place poor pasta,nice place,Locationreviews,0
the shrimp is best view great food,shrimp,foodreview,1
the shrimp is excellence,shrimp,foodreview,1
the shrimp is wonderful experience,shrimp,foodreview,1
the shrimp is x,shrimp,foodreview,1
the siam mumbai is best view great food,view,Locationreviews,0
the siam mumbai is wonderful experience,wonderful,Locationreviews,0
the silk cafe is authentic unique delicious,delicious,foodreview,1
the silk cafe is terrific famous noodle shop,noodle,foodreview,1
